STATE,ZIPCODE,Number of returns,Adjusted gross income (AGI),Avg AGI,Number of returns with total income,Total income amount,Avg total income,Number of returns with taxable income,Taxable income amount,Avg taxable income
FL,33527,6790,326300,48.05596465,6790,331155,48.77098675,4480,199192,44.4625
FL,33534,5730,205774,35.91169284,5730,208200,36.33507853,3870,109783,28.36770026
FL,33538,1720,90620,52.68604651,1720,81209,47.21453488,1170,63835,54.55982906
FL,33540,3160,123436,39.06202532,3160,124394,39.36518987,2260,75067,33.21548673
FL,33541,7390,296804,40.16292287,7390,299532,40.53207037,5370,176418,32.85251397
FL,33542,7710,257843,33.44267185,7710,260361,33.7692607,5260,142527,27.09638783
FL,33543,10440,654095,62.65277778,10440,662299,63.43860153,8420,451729,53.64952494
FL,33544,10570,695159,65.76717124,10570,704033,66.60671712,8580,482138,56.19324009
FL,33545,6930,358026,51.66320346,6930,362450,52.3015873,5590,227030,40.61359571
FL,33547,9510,877430,92.2639327,9510,889256,93.50746583,7860,654737,83.29987277
FL,33548,3230,314703,97.43126935,3230,319756,98.99566563,2650,244779,92.36943396
FL,33549,7920,508215,64.16856061,7920,514873,65.00921717,6310,362550,57.45641838
FL,33556,10460,1329703,127.1226577,10460,1349659,129.0304971,8670,1080168,124.5868512
FL,33558,9670,845239,87.40837642,9670,859197,88.85180972,7960,645518,81.09522613
FL,33559,6900,361071,52.32913043,6900,365315,52.9442029,5410,246748,45.60961183
FL,33563,11190,397516,35.52421805,11190,401002,35.8357462,7540,216513,28.71525199
FL,33565,7220,349476,48.40387812,7220,353412,48.94903047,5280,222600,42.15909091
FL,33566,8710,469561,53.91056257,8710,474176,54.44041332,6400,309910,48.4234375
FL,33567,4320,190764,44.15833333,4320,192692,44.60462963,3050,114957,37.69081967
FL,33569,10980,611358,55.67923497,10980,618291,56.31065574,8580,409691,47.7495338
FL,33570,9930,404597,40.7449144,9930,409349,41.22346425,6920,231926,33.51531792
FL,33572,8290,740711,89.34993969,8290,750502,90.53100121,6910,560744,81.14963821
FL,33573,11120,616951,55.48120504,11120,622345,55.96627698,8720,412627,47.31961009
FL,33576,2450,140415,57.3122449,2450,142293,58.07877551,1960,96000,48.97959184
FL,33578,18920,935923,49.46738901,18920,946649,50.03430233,15040,607767,40.41003989
FL,33579,10890,592321,54.3912764,10890,598592,54.9671258,8650,380229,43.95710983
FL,33584,11290,513110,45.44818423,11290,518640,45.93799823,8470,322979,38.13211334
FL,33585,500,21460,42.92,500,21631,43.262,370,12887,34.82972973
FL,33592,4240,217024,51.18490566,4240,219338,51.73066038,2900,147970,51.02413793
FL,33594,14620,794891,54.37010944,14620,803504,54.95923393,11560,529213,45.77967128
FL,33596,13080,982856,75.14189602,13080,994147,76.00512232,10840,714790,65.9400369
FL,33597,2950,106928,36.24677966,2950,106935,36.24915254,1960,57494,29.33367347
FL,33598,6800,276535,40.66691176,6800,279322,41.07676471,4110,152734,37.16155718
FL,33602,7200,834012,115.835,7200,851691,118.2904167,5970,696548,116.6747069
FL,33603,9220,348346,37.78156182,9220,352509,38.23308026,6320,215881,34.15838608
FL,33604,16420,522431,31.81674787,16420,528839,32.20700365,10360,293351,28.31573359
FL,33605,7330,210880,28.76944065,7330,214378,29.24665757,4150,113663,27.3886747
FL,33606,8090,1147355,141.8238566,8090,1167186,144.2751545,6940,977057,140.7863112
FL,33607,11710,471463,40.26157131,11710,478651,40.87540564,7590,306523,40.38511199
FL,33609,8820,987969,112.0146259,8820,1003955,113.8270975,7360,811237,110.2224185
FL,33610,17860,483076,27.04792833,17860,487940,27.32026876,10620,230309,21.68634652
FL,33611,15370,1166038,75.86454131,15370,1184936,77.09407938,12790,901107,70.45402658
FL,33612,18740,602383,32.14423693,18740,609681,32.53367129,11140,334225,30.00224417
FL,33613,13650,740371,54.2396337,13650,751065,55.02307692,8940,517919,57.93277405
FL,33614,22960,682773,29.7375,22960,690875,30.09037456,14580,356498,24.45116598
FL,33615,22010,927887,42.15751931,22010,939744,42.69622899,15530,589197,37.93927882
FL,33616,7220,353166,48.91495845,7220,357953,49.57797784,5590,236933,42.38515206
FL,33617,19350,800107,41.34919897,19350,809880,41.85426357,13660,505554,37.00980966
FL,33618,13190,998098,75.67081122,13190,1015268,76.97255497,10670,760032,71.23074039
FL,33619,15150,483969,31.94514851,15150,489395,32.30330033,9720,259559,26.70360082
FL,33621,920,40576,44.10434783,920,40966,44.52826087,810,21821,26.93950617
FL,33624,19620,1004772,51.2116208,19620,1017495,51.86009174,15450,679981,44.01171521
FL,33625,12240,603224,49.28300654,12240,610620,49.8872549,9380,396754,42.2978678
FL,33626,12710,1329096,104.5708891,12710,1347198,105.995122,11010,1047141,95.10817439
FL,33629,11890,1784502,150.0842725,11890,1814862,152.6376787,10270,1482680,144.3700097
FL,33634,10470,419331,40.05071633,10470,424350,40.53008596,7420,259523,34.97614555
FL,33635,8240,409708,49.72184466,8240,414990,50.36286408,6470,276620,42.75425039
FL,33637,7340,288099,39.25054496,7340,291584,39.7253406,5400,167281,30.97796296
FL,33647,27360,2340752,85.55380117,27360,2374516,86.7878655,22530,1782971,79.1376387
FL,33701,8140,723501,88.88218673,8140,735771,90.38955774,6270,575645,91.80940989
FL,33702,14610,766812,52.48542094,14610,777303,53.20349076,11420,537434,47.06077058
FL,33703,11690,841327,71.96980325,11690,853968,73.05115483,9560,633811,66.29822176
FL,33704,8240,1195827,145.1246359,8240,1213215,147.2348301,6870,1004667,146.239738
FL,33705,12270,512384,41.7590872,12270,519960,42.37652812,8560,326389,38.12955607
FL,33706,8320,817779,98.29074519,8320,832415,100.0498798,6770,653609,96.54490399
FL,33707,12100,744813,61.55479339,12100,755498,62.43785124,9200,543420,59.0673913
FL,33708,7930,670259,84.52194199,7930,698966,88.14199243,6390,522348,81.74460094
FL,33709,11350,404837,35.66845815,11350,409185,36.05154185,8180,238776,29.19022005
FL,33710,16690,796563,47.72696225,16690,806613,48.32911923,13070,533040,40.7834736
FL,33711,8150,354514,43.49865031,8150,358962,44.04441718,5330,229476,43.05365854
FL,33712,11850,426125,35.95991561,11850,430792,36.35375527,7990,249450,31.22027534
FL,33713,15110,560834,37.11674388,15110,567463,37.55545996,11340,344213,30.35388007
FL,33714,7990,240967,30.15857322,7990,243328,30.45406758,5380,131126,24.37286245
FL,33715,3850,573650,149,3850,582751,151.3638961,3290,472788,143.7045593
FL,33716,8810,431298,48.95550511,8810,437296,49.63632236,7590,306971,40.44413702
FL,33755,11970,451592,37.72698413,11970,457424,38.21420217,7890,268148,33.98580482
FL,33756,14090,865119,61.39950319,14090,879113,62.39268985,10250,614397,59.94117073
FL,33759,8680,481506,55.47304147,8680,487750,56.19239631,6700,338411,50.50910448
FL,33760,7470,294328,39.40133869,7470,298183,39.91740295,5460,182307,33.38956044
FL,33761,8670,550194,63.45951557,8670,557748,64.33079585,6920,396661,57.32095376
FL,33762,3260,327226,100.3760736,3260,331783,101.7739264,2760,267719,96.99963768
FL,33763,8940,372828,41.7033557,8940,376668,42.13288591,6740,235494,34.93976261
FL,33764,11930,675152,56.59279128,11930,683023,57.25255658,9380,475839,50.72910448
FL,33765,6650,305213,45.89669173,6650,309179,46.49308271,4970,200594,40.36096579
FL,33767,4540,741274,163.2762115,4540,753474,165.9634361,3810,614608,161.3144357
FL,33770,11760,599725,50.99702381,11760,606813,51.5997449,8870,408316,46.03337091
FL,33771,13080,480028,36.69938838,13080,484643,37.05221713,9670,289946,29.98407446
FL,33772,11190,603015,53.88873995,11190,610481,54.55594281,8850,414369,46.82135593
FL,33773,8020,378015,47.1340399,8020,382146,47.64912718,6320,250005,39.55775316
FL,33774,8320,452965,54.44290865,8320,459474,55.22524038,6400,313379,48.96546875
FL,33776,6180,427356,69.15145631,6180,433922,70.21391586,5130,312622,60.93996101
FL,33777,8290,544562,65.68902292,8290,551260,66.49698432,6540,400911,61.30137615
FL,33778,6550,296443,45.25847328,6550,299873,45.7821374,4920,193744,39.37886179
FL,33781,11840,411547,34.75903716,11840,415750,35.11402027,8470,234819,27.72361275
FL,33782,9840,464262,47.18109756,9840,469217,47.68465447,7570,307430,40.61162483
FL,33785,2990,285131,95.36153846,2990,290890,97.28762542,2460,224198,91.13739837
FL,33786,800,192924,241.155,800,195222,244.0275,680,157622,231.7970588
FL,33801,12380,384870,31.08804523,12380,388802,31.40565428,7880,200749,25.47576142
FL,33803,12590,778806,61.85909452,12590,791563,62.87235902,9600,557892,58.11375
FL,33805,9550,307266,32.17445026,9550,310283,32.49036649,5910,161488,27.32453469
FL,33809,12880,588626,45.7007764,12880,594528,46.15900621,9780,365964,37.4196319
FL,33810,19810,888658,44.85906108,19810,896599,45.25991923,14710,543991,36.98103331
FL,33811,9900,508814,51.39535354,9900,514478,51.96747475,7850,335169,42.6966879
FL,33812,5310,326421,61.47288136,5310,330427,62.22730697,4320,223930,51.83564815
FL,33813,15470,1194279,77.19967679,15470,1214156,78.48455074,12590,872115,69.27045274
FL,33815,5060,145986,28.85098814,5060,147271,29.10494071,2720,71539,26.30110294
FL,33823,12800,540762,42.24703125,12800,546827,42.72085938,9030,325942,36.09545958
FL,33825,8460,301316,35.61654846,8460,304575,36.00177305,5430,164600,30.31307551
FL,33827,1200,63586,52.98833333,1200,64893,54.0775,890,42614,47.88089888
FL,33830,10620,444669,41.87090395,10620,449498,42.32561205,7470,265964,35.6042838
FL,33834,1960,67105,34.2372449,1960,67758,34.57040816,1170,33909,28.98205128
FL,33837,9760,420212,43.0545082,9760,424937,43.53862705,7220,254756,35.28476454
FL,33838,1700,57650,33.91176471,1700,58365,34.33235294,1110,30165,27.17567568
FL,33839,1910,71335,37.34816754,1910,72011,37.70209424,1290,40238,31.19224806
FL,33841,3200,125755,39.2984375,3200,127369,39.8028125,2170,71277,32.84654378
FL,33843,3570,143093,40.08207283,3570,144515,40.48039216,2280,84304,36.9754386
FL,33844,13460,457773,34.00988113,13460,461920,34.3179792,8500,237072,27.89082353
FL,33849,710,32495,45.76760563,710,32810,46.21126761,530,20600,38.86792453
FL,33850,3070,115751,37.70390879,3070,116986,38.10618893,2100,65900,31.38095238
FL,33852,7860,323859,41.20343511,7860,328087,41.7413486,5160,194335,37.66182171
FL,33853,4400,152424,34.64181818,4400,154359,35.08159091,2790,83869,30.06057348
FL,33857,530,19217,36.25849057,530,19445,36.68867925,360,10848,30.13333333
FL,33859,4440,298488,67.22702703,4440,302314,68.08873874,3030,212563,70.15280528
FL,33860,9420,394153,41.84214437,9420,397672,42.21571125,6690,230831,34.5038864
FL,33865,390,13960,35.79487179,390,14133,36.23846154,260,7275,27.98076923
FL,33868,4110,180014,43.79902676,4110,181790,44.23114355,2980,109210,36.64765101
FL,33870,8300,285138,34.3539759,8300,289343,34.86060241,5220,157364,30.14636015
FL,33872,5370,253615,47.22811918,5370,256049,47.68137803,3850,160275,41.62987013
FL,33873,5150,209391,40.6584466,5150,212034,41.17165049,3320,120538,36.30662651
FL,33875,4310,212978,49.41484919,4310,215864,50.08445476,3220,137476,42.69440994
FL,33876,2020,80286,39.74554455,2020,81142,40.16930693,1420,46528,32.76619718
FL,33880,15780,563599,35.71603295,15780,568869,36.05,10570,312607,29.57492904
FL,33881,12860,510045,39.66135303,12860,515216,40.06345257,8460,308254,36.43664303
FL,33884,13780,831890,60.36937591,13780,843677,61.22474601,10840,582121,53.70119926
FL,33890,2180,81197,37.24633028,2180,82602,37.89082569,1380,44338,32.12898551
FL,33896,5230,237989,45.50458891,5230,240894,46.06003824,4150,153571,37.00506024
FL,33897,7520,283353,37.67992021,7520,286517,38.10066489,5520,162204,29.38478261
FL,33898,6020,267404,44.4192691,6020,270311,44.90215947,4150,166229,40.05518072
FL,33901,9650,472236,48.93637306,9650,480189,49.76051813,6540,318351,48.67752294
FL,33903,9420,427697,45.40307856,9420,433664,46.03651805,6740,277372,41.15311573
FL,33904,14920,838040,56.1689008,14920,850795,57.02379357,11410,575678,50.45381245
FL,33905,13620,596781,43.81651982,13620,605059,44.4243025,9440,361392,38.28305085
FL,33907,11410,499834,43.80666082,11410,508476,44.56406661,8340,326518,39.15083933
FL,33908,18300,1682345,91.93142077,18300,1709251,93.40169399,14720,1275003,86.61705163
FL,33909,11790,457225,38.7807464,11790,462625,39.23876166,8570,263449,30.74084014
FL,33912,8250,853528,103.4579394,8250,868031,105.2158788,6890,676296,98.15616836
FL,33913,8360,819698,98.05,8360,832160,99.54066986,7050,628194,89.10553191
FL,33914,17650,1097326,62.17144476,17650,1114555,63.14759207,13600,760562,55.92367647
FL,33916,9070,267926,29.53980154,9070,270751,29.85126792,5570,136818,24.56337522
FL,33917,12190,551898,45.27465135,12190,558129,45.78580804,8800,354414,40.27431818
FL,33919,14600,1050803,71.97280822,14600,1070392,73.31452055,11820,785437,66.4498308
FL,33920,2420,162617,67.19710744,2420,165659,68.45413223,1840,116941,63.5548913
FL,33922,1660,98341,59.24156627,1660,100153,60.33313253,1200,68050,56.70833333
FL,33928,10360,996511,96.18832046,10360,1011609,97.64565637,8720,766537,87.90561927
FL,33931,4360,406973,93.34243119,4360,412956,94.7146789,3580,313816,87.65810056
FL,33935,6110,218600,35.77741408,6110,221340,36.22585925,3630,115727,31.88071625
FL,33936,8520,275897,32.382277,8520,278594,32.69882629,5650,146587,25.94460177
FL,33946,1150,146696,127.5617391,1150,149356,129.8747826,930,117504,126.3483871
FL,33947,4130,219679,53.19104116,4130,222104,53.77820823,3170,144465,45.57255521
FL,33948,7270,320258,44.0519945,7270,324115,44.58253095,5310,201608,37.96760829
FL,33950,9830,791596,80.52858596,9830,803897,81.77995931,7790,584126,74.98408216
FL,33952,13110,507184,38.68680397,13110,513536,39.1713196,9050,306377,33.85381215
FL,33953,2540,169330,66.66535433,2540,171550,67.53937008,1990,120713,60.65979899
FL,33954,4560,200658,44.00394737,4560,203513,44.63004386,3410,125298,36.74428152
FL,33955,4100,280845,68.49878049,4100,284876,69.48195122,3200,201020,62.81875
FL,33956,1680,111289,66.24345238,1680,112945,67.22916667,1310,79394,60.60610687
FL,33957,3240,889720,274.6049383,3240,904817,279.2645062,2770,738765,266.7021661
FL,33960,300,12315,41.05,300,12513,41.71,190,7287,38.35263158
FL,33966,4340,304707,70.20898618,4340,310509,71.54585253,3580,224674,62.75810056
FL,33967,11160,547629,49.07069892,11160,555326,49.76039427,8630,361388,41.87578216
FL,33971,9710,325154,33.48650875,9710,328345,33.81513903,6620,163402,24.68308157
FL,33972,4760,179073,37.62037815,4760,180869,37.99768908,3310,100117,30.24682779
FL,33973,4410,117701,26.68956916,4410,118888,26.95873016,2440,50029,20.50368852
FL,33974,5510,177963,32.29818512,5510,179626,32.6,3670,89373,24.35231608
FL,33976,6070,173751,28.62454695,6070,175181,28.8601318,3870,78141,20.19147287
FL,33980,4660,222713,47.79248927,4660,225095,48.30364807,3450,143335,41.54637681
FL,33981,4640,234997,50.64590517,4640,237984,51.28965517,3540,151774,42.8740113
FL,33982,3540,177750,50.21186441,3540,180408,50.96271186,2630,116976,44.47756654
FL,33983,6660,324568,48.73393393,6660,328965,49.39414414,5050,209054,41.39683168
FL,33990,13880,585266,42.16613833,13880,592450,42.68371758,10320,359119,34.79835271
FL,33991,9060,500469,55.23940397,9060,507520,56.01766004,6910,334820,48.45441389
FL,33993,10650,479932,45.06403756,10650,486484,45.67924883,7930,292771,36.91941992
FL,34102,5250,2414323,459.8710476,5250,2456342,467.8746667,4240,2032189,479.2898585
FL,34103,6300,1759876,279.3453968,6300,1785977,283.4884127,5140,1476997,287.3535019
FL,34104,11940,610107,51.09773869,11940,618291,51.78316583,9050,401012,44.31071823
FL,34105,7670,1310629,170.8773142,7670,1332101,173.6767927,6370,1051899,165.133281
FL,34108,9450,2455142,259.8033862,9450,2491446,263.6450794,7810,2051585,262.6869398
FL,34109,12290,1220115,99.27705452,12290,1241752,101.0375915,9940,947893,95.36146881
FL,34110,10780,1664531,154.4091837,10780,1690536,156.8215213,9010,1353489,150.2207547
FL,34112,12270,662385,53.98410758,12270,671158,54.6991035,9150,447657,48.9242623
FL,34113,9180,648201,70.61013072,9180,657650,71.63943355,6730,464497,69.01887073
FL,34114,7070,544565,77.02475248,7070,553685,78.31471004,5500,401580,73.01454545
FL,34116,15810,496839,31.4256167,15810,502520,31.78494624,10200,246435,24.16029412
FL,34117,6740,313312,46.48545994,6740,317459,47.10074184,5080,196591,38.69901575
FL,34119,13440,1531810,113.9739583,13440,1556884,115.8395833,11150,1199043,107.5374888
FL,34120,13690,800051,58.44054054,13690,811370,59.26734843,10610,537380,50.64844486
FL,34134,7290,1624854,222.8880658,7290,1649765,226.3052126,6240,1349577,216.2783654
FL,34135,17210,1462206,84.9625799,17210,1482543,86.14427658,13490,1089954,80.7971831
FL,34141,180,10174,56.52222222,180,10215,56.75,150,7793,51.95333333
FL,34142,7820,246172,31.4797954,7820,248362,31.75984655,3870,120651,31.17596899
FL,34145,7620,1718545,225.5308399,7620,1744305,228.9114173,6360,1459315,229.452044
FL,34201,1970,384860,195.3604061,1970,389490,197.7106599,1720,325004,188.955814
FL,34202,10270,1281350,124.7663096,10270,1305275,127.0959104,8720,1018608,116.812844
FL,34203,15700,738162,47.0166879,15700,747716,47.62522293,11200,467262,41.71982143
FL,34205,14010,501901,35.82448251,14010,507696,36.23811563,9540,292116,30.62012579
FL,34207,12690,385734,30.39669031,12690,389666,30.70654058,8520,205233,24.08838028
FL,34208,14330,576161,40.20662945,14330,584422,40.78311235,9420,343414,36.45583864
FL,34209,15820,1092747,69.07376738,15820,1112120,70.29835651,12520,804466,64.25447284
FL,34210,7510,415360,55.30758988,7510,420986,56.05672437,5890,286434,48.63056027
FL,34211,2800,282120,100.7571429,2800,286837,102.4417857,2380,217502,91.38739496
FL,34212,7660,666892,87.0616188,7660,676829,88.35887728,6420,496346,77.31246106
FL,34215,460,54254,117.9434783,460,55722,121.1347826,370,43927,118.7216216
FL,34217,2260,218860,96.84070796,2260,222895,98.62610619,1860,168281,90.47365591
FL,34219,9680,673666,69.59359504,9680,682561,70.5125,8030,473492,58.96537983
FL,34221,16560,794603,47.98327295,16560,804439,48.5772343,12060,510554,42.3344942
FL,34222,5620,263506,46.88718861,5620,266413,47.4044484,4130,167288,40.50556901
FL,34223,7680,533826,69.50859375,7680,541591,70.51966146,5860,380649,64.95716724
