Brewery,Borough,Neighborhood,Name,Style,Alcohol by Volume,RatingsCount,Rating
Mikkeller Brewing NYC,Queens,Flushing,Back to the Whiteboard,American IPA,7,4,4.19
Mikkeller Brewing NYC,Queens,Flushing,Chop Shop #2,American Imperial IPA,8.3,4,4.08
Mikkeller Brewing NYC,Queens,Flushing,Haller Atcha Boy!,New England IPA,6,4,3.92
Mikkeller Brewing NYC,Queens,Flushing,Lagerland,American Lager,4.6,4,3.8
Mikkeller Brewing NYC,Queens,Flushing,LIRRR (Long Island Railroad Red),American Pale Ale (APA),5,4,3.75
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller / Resident Culture - Shepherd In A Sheepskin,New England IPA,9.5,4,4.05
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC / Thin Man - Fruity Flow IPA,American Imperial IPA,9,4,4.08
Mikkeller Brewing NYC,Queens,Flushing,Riesling Papi,American Brut IPA,7.5,4,4
Mikkeller Brewing NYC,Queens,Flushing,The Hazy Grail,New England IPA,9,4,4.05
Mikkeller Brewing NYC,Queens,Flushing,Big Baron,American Imperial IPA,8,5,3.95
Mikkeller Brewing NYC,Queens,Flushing,Echt Keem,English Sweet / Milk Stout,5,5,4.07
Mikkeller Brewing NYC,Queens,Flushing,Festbier,German Märzen / Oktoberfest,6.4,5,3.85
Mikkeller Brewing NYC,Queens,Flushing,Helles A Place On Earth,German Helles,5,5,3.75
Mikkeller Brewing NYC,Queens,Flushing,Keep Your Chin Up,American Imperial IPA,8,5,3.99
Mikkeller Brewing NYC,Queens,Flushing,Mikkellerita,American Imperial IPA,8,5,3.95
Mikkeller Brewing NYC,Queens,Flushing,Random IPA Generator,American IPA,6,5,4.05
Mikkeller Brewing NYC,Queens,Flushing,Sanity Check,American Imperial IPA,10,5,4.3
Mikkeller Brewing NYC,Queens,Flushing,Shall We Hop A Beer,American Imperial IPA,9,5,3.82
Mikkeller Brewing NYC,Queens,Flushing,Willets Wit,Belgian Witbier,4.8,5,3.69
Mikkeller Brewing NYC,Queens,Flushing,Zoot Juice,American IPA,8,5,4.06
Mikkeller Brewing NYC,Queens,Flushing,Chin Music,American IPA,6,6,4.04
Mikkeller Brewing NYC,Queens,Flushing,Hop A Cab,American IPA,6,6,3.71
Mikkeller Brewing NYC,Queens,Flushing,Magic Skyway,American IPA,6,6,3.92
Mikkeller Brewing NYC,Queens,Flushing,Sizzle Sesh,American IPA,5,6,4.07
Mikkeller Brewing NYC,Queens,Flushing,Sour Pitch Suds,American Wild Ale,7,6,4.05
Mikkeller Brewing NYC,Queens,Flushing,Thuper Thecret,American IPA,6,6,3.95
Mikkeller Brewing NYC,Queens,Flushing,United We Cheers,German Pilsner,4.3,6,3.74
Mikkeller Brewing NYC,Queens,Flushing,Highland Haze,American IPA,6.5,7,3.97
Mikkeller Brewing NYC,Queens,Flushing,Beer Geek Parlor,English Oatmeal Stout,7.5,8,4.1
Mikkeller Brewing NYC,Queens,Flushing,Finca LA,American Imperial Stout,10,8,4.01
Mikkeller Brewing NYC,Queens,Flushing,Powder Pitcher,American Imperial IPA,8,8,3.95
Mikkeller Brewing NYC,Queens,Flushing,Say Hey Sally,German Pilsner,4.6,8,3.67
Mikkeller Brewing NYC,Queens,Flushing,What's Love Hop To Do With It?,New England IPA,6,8,4.02
Mikkeller Brewing NYC,Queens,Flushing,Hazy For You,American Imperial IPA,9,9,4.2
SingleCut Beersmiths,Queens,Astoria,All in All is All Elderflower Maibock,German Maibock,5.5,1,3.72
SingleCut Beersmiths,Queens,Astoria,Augmented,American Wild Ale,5,1,3.91
SingleCut Beersmiths,Queens,Astoria,Dean Remastered,American Amber / Red Ale,6,1,3.54
SingleCut Beersmiths,Queens,Astoria,Flatsawn,German Pilsner,5.2,1,3.75
SingleCut Beersmiths,Queens,Astoria,Implements of Destruction,American Wild Ale,5,1,4.4
SingleCut Beersmiths,Queens,Astoria,Mr. Charming,American Imperial Stout,14,1,3.73
SingleCut Beersmiths,Queens,Astoria,Standing By a Parking Meter,American IPA,6.8,1,4.12
SingleCut Beersmiths,Queens,Astoria,SUS Apricot Sour Ale,American Wild Ale,5,1,3.52
SingleCut Beersmiths,Queens,Astoria,Woody The Strand Lager,American Lager,5.3,1,4
SingleCut Beersmiths,Queens,Astoria,Jån Dry-Hopped White Lagrrr!,Belgian Witbier,5.2,10,3.88
SingleCut Beersmiths,Queens,Astoria,Out Of Phase #1,American Wild Ale,5,10,3.9
SingleCut Beersmiths,Queens,Astoria,Townes Lemon Squeezer Light Lagrrr,American Light Lager,5,10,3.41
SingleCut Beersmiths,Queens,Astoria,Jån Alpine White Lager,American Lager,5.2,109,3.77
SingleCut Beersmiths,Queens,Astoria,37TH ST New World Pils,American Lager,5,11,3.83
SingleCut Beersmiths,Queens,Astoria,Conform or be cast out,American Imperial IPA,7.2,11,4.06
SingleCut Beersmiths,Queens,Astoria,Eric Mocha Stout,English Sweet / Milk Stout,6.6,11,3.89
SingleCut Beersmiths,Queens,Astoria,John Michael White Coffee Bean Dark Lyric Lagrrr!,European Dark Lager,6,11,3.91
SingleCut Beersmiths,Queens,Astoria,Mad Eric Sour Milk Stout,American Wild Ale,6.2,11,4.07
SingleCut Beersmiths,Queens,Astoria,Rory Pale Ale,American Pale Ale (APA),5.4,11,4.06
SingleCut Beersmiths,Queens,Astoria,19-33 Queens Lagrrr!,Bohemian Pilsener,5.4,110,3.66
SingleCut Beersmiths,Queens,Astoria,The Punk With The Stutter,New England IPA,7.3,110,4.27
SingleCut Beersmiths,Queens,Astoria,Double Dry Hopped Is This The Real Life?,New England IPA,7.2,111,4.29
SingleCut Beersmiths,Queens,Astoria,Double Dry-Hopped Workers Are Going Home,New England IPA,8,116,4.34
SingleCut Beersmiths,Queens,Astoria,Razzle Dazzle Razzle Drone,American Imperial IPA,8,12,4.17
SingleCut Beersmiths,Queens,Astoria,Shyness is Nice,American IPA,4.8,12,3.79
SingleCut Beersmiths,Queens,Astoria,Terry Meets Julie,American Wild Ale,4.2,12,4.24
SingleCut Beersmiths,Queens,Astoria,Charlie's Good Tonight,New England IPA,6,125,4.16
SingleCut Beersmiths,Queens,Astoria,Where’s That Confounded Bridge?,New England IPA,8.2,13,4.29
SingleCut Beersmiths,Queens,Astoria,Tell Shaky And Boxcar Joe DDH IIPA,American Imperial IPA,9,135,4.13
SingleCut Beersmiths,Queens,Astoria,Eric Barrel Aged More Cowbell! Milk Stout,English Sweet / Milk Stout,8,14,4.25
SingleCut Beersmiths,Queens,Astoria,Rollin' Down HWY 41 2xDH IIPA,New England IPA,7.7,14,4.19
SingleCut Beersmiths,Queens,Astoria,Are You Ready Steve?,American IPA,7,147,4.19
SingleCut Beersmiths,Queens,Astoria,I'm An Alligator,American Imperial IPA,8.2,148,4.22
SingleCut Beersmiths,Queens,Astoria,Alex Biere Du Soleil Ale,French Bière de Garde,5,15,3.96
SingleCut Beersmiths,Queens,Astoria,Schindleria Praematurus,New England IPA,7,15,4.06
SingleCut Beersmiths,Queens,Astoria,6V6 India Pale Lagrrr!,American Lager,6.6,16,4.13
SingleCut Beersmiths,Queens,Astoria,Bob Sunburst Finish India Pale Lagrrr,American Lager,5.2,16,3.82
SingleCut Beersmiths,Queens,Astoria,Glam,New England IPA,7.7,16,4.14
SingleCut Beersmiths,Queens,Astoria,Harry Doesn't Mind IIPA,New England IPA,8,163,4.24
SingleCut Beersmiths,Queens,Astoria,Heavy Boots Of Lead - Barrel-Aged,American Imperial Stout,11,166,4.1
SingleCut Beersmiths,Queens,Astoria,Workers Are Going Home IIPA,New England IPA,8,169,4.3
SingleCut Beersmiths,Queens,Astoria,Double Dry Hopped The Punk With The Stutter,American IPA,7.3,17,4.22
SingleCut Beersmiths,Queens,Astoria,19-33 Pilsner,German Pilsner,5.4,18,3.99
SingleCut Beersmiths,Queens,Astoria,DDH Mo' Shuggie,American IPA,7.2,18,4.39
SingleCut Beersmiths,Queens,Astoria,John Michael Rum Barrel Aged Dark Lyric Lagrrr!,European Dark Lager,6.2,18,4.03
SingleCut Beersmiths,Queens,Astoria,Overdrive,American Imperial IPA,8.6,18,4.23
SingleCut Beersmiths,Queens,Astoria,Qu'est-ce Que C'est Belgian IPA,Belgian IPA,7.2,18,3.96
SingleCut Beersmiths,Queens,Astoria,Singlecut STRICTLY HAND-HELD HONEY KOLSCH,German Kölsch,5,18,4.03
SingleCut Beersmiths,Queens,Astoria,Singlecut/Transmitter QBW Gose,Leipzig Gose,0,18,4.12
SingleCut Beersmiths,Queens,Astoria,Tell Fats and Washboard Sam,New England IPA,7.7,19,4.08
SingleCut Beersmiths,Queens,Astoria,Dean Pacific Northwest Mahogany Ale,American Amber / Red Ale,6,197,3.88
SingleCut Beersmiths,Queens,Astoria,Eric Bourbon Barrel-Aged More Cowbell! Chocolate Milk Stout,English Sweet / Milk Stout,6.6,2,4.06
SingleCut Beersmiths,Queens,Astoria,Gatefold,American Wild Ale,6.6,2,3.35
SingleCut Beersmiths,Queens,Astoria,Lifton Helles,German Helles,4.7,2,3.61
SingleCut Beersmiths,Queens,Astoria,Patent Applied For,American Wild Ale,4.2,2,3.94
SingleCut Beersmiths,Queens,Astoria,Psychedelic DDH IIPA,American Imperial IPA,7.7,2,4.04
SingleCut Beersmiths,Queens,Astoria,Side One,American IPA,6.6,2,3.75
SingleCut Beersmiths,Queens,Astoria,Sus,American Wild Ale,5,2,4.04
SingleCut Beersmiths,Queens,Astoria,The London Sessions DDH English Bitter,English Bitter,4.8,2,3.91
SingleCut Beersmiths,Queens,Astoria,There Was A Guy,Baltic Porter,8,2,4.03
SingleCut Beersmiths,Queens,Astoria,Double Whammy!,American Imperial IPA,8,20,4.23
SingleCut Beersmiths,Queens,Astoria,Kim Red Raspberry Sour Lagrrr!,American Wild Ale,4.2,21,4.14
SingleCut Beersmiths,Queens,Astoria,Nigel Pride Of Squatney Strong Ale,English Strong Ale,11,21,3.97
SingleCut Beersmiths,Queens,Astoria,Wild Fuzzbox,American Brett,8.6,21,4.19
SingleCut Beersmiths,Queens,Astoria,All That Is Now Double Dry-Hop IIPA,American Imperial IPA,8.6,217,4.31
SingleCut Beersmiths,Queens,Astoria,Kim Hibiscus Sour Lager,Berliner Weisse,4.2,226,3.93
SingleCut Beersmiths,Queens,Astoria,Grunge!,American Imperial IPA,7.7,23,4.16
SingleCut Beersmiths,Queens,Astoria,I'm Using Technology,American Imperial IPA,8,25,4.25
SingleCut Beersmiths,Queens,Astoria,George Calme Ale D.Abbaye,Belgian Dubbel,7.5,26,3.99
SingleCut Beersmiths,Queens,Astoria,Posters on the Wall IPA,American IPA,6.8,26,4.24
SingleCut Beersmiths,Queens,Astoria,Diamond Star Halo,American IPA,6.6,27,3.99
SingleCut Beersmiths,Queens,Astoria,Fuzzbox,American Imperial IPA,8.6,27,4.12
SingleCut Beersmiths,Queens,Astoria,Green Plastic Watering Can,New England IPA,8,27,4.26
SingleCut Beersmiths,Queens,Astoria,Jane She Is a Clerk DDH IPA,American IPA,0,28,4.1
SingleCut Beersmiths,Queens,Astoria,John Michael Dark Lyric Lagrrr!,European Dark Lager,6,28,3.81
SingleCut Beersmiths,Queens,Astoria,Jenny Said Double Dry-Hopped IIPA,New England IPA,7.7,283,4.33
SingleCut Beersmiths,Queens,Astoria,ERIC More Cowbell! Chocolate Milk Stout,English Sweet / Milk Stout,6,286,4
SingleCut Beersmiths,Queens,Astoria,Chrissie,Leipzig Gose,4.2,29,4.01
SingleCut Beersmiths,Queens,Astoria,Fat Cat Lagrrr,American Lager,5.6,29,3.89
SingleCut Beersmiths,Queens,Astoria,Mellifluous Life,American IPA,6,29,4.13
SingleCut Beersmiths,Queens,Astoria,Nexus Of The Crisis,American Imperial Stout,11,29,4.21
SingleCut Beersmiths,Queens,Astoria,Beth Power Ballad Sour Ale,American Wild Ale,0,3,3.89
SingleCut Beersmiths,Queens,Astoria,Big in Japan,New England IPA,6.6,3,3.92
SingleCut Beersmiths,Queens,Astoria,Flanger,American Imperial IPA,8.6,3,4.11
SingleCut Beersmiths,Queens,Astoria,Hank The Strand Lager,German Helles,5.2,3,3.82
SingleCut Beersmiths,Queens,Astoria,Kim Cranberry Brett,Leipzig Gose,4.5,3,4.29
SingleCut Beersmiths,Queens,Astoria,Miss The Whole First Rung,American IPA,5.8,3,3.78
SingleCut Beersmiths,Queens,Astoria,Reverb VS Delay,American Wild Ale,8.6,3,4.07
SingleCut Beersmiths,Queens,Astoria,Weird & Gilly DDH IPA,American IPA,6.6,3,4.15
SingleCut Beersmiths,Queens,Astoria,Shuggie Mini Soulbender IPA,American IPA,5.2,30,4.25
SingleCut Beersmiths,Queens,Astoria,Still Making Noise IPA,American IPA,5,30,4.12
SingleCut Beersmiths,Queens,Astoria,Those Clouds All Disappear,American Imperial IPA,8,30,4.2
SingleCut Beersmiths,Queens,Astoria,When Time Just Slips 2xDH IIPA,New England IPA,7.7,30,4.1
SingleCut Beersmiths,Queens,Astoria,Big in Japan DDH,New England IPA,6.6,32,4.15
SingleCut Beersmiths,Queens,Astoria,ERIC Rum Barrel-Aged More Cowbell! Chocolate Milk Stout,English Sweet / Milk Stout,6,33,4.23
SingleCut Beersmiths,Queens,Astoria,Jackknifed Juggernaut 2xDH IPA,American IPA,7,34,4.16
SingleCut Beersmiths,Queens,Astoria,Metal,American Imperial IPA,7.7,34,4.15
SingleCut Beersmiths,Queens,Astoria,Prog!,American Imperial IPA,8,34,4.15
SingleCut Beersmiths,Queens,Astoria,Hypgnosis,American IPA,5,35,4.08
SingleCut Beersmiths,Queens,Astoria,Keith SW4 English Pale Ale,English Pale Ale,5.7,36,3.76
SingleCut Beersmiths,Queens,Astoria,Strange Shadows From The Flames,English Sweet / Milk Stout,7.5,36,4.17
SingleCut Beersmiths,Queens,Astoria,Neil Into The Void IPA,American Black Ale,6,37,4.15
SingleCut Beersmiths,Queens,Astoria,Sammy Was Low DDH IIPA,New England IPA,8.2,37,4.31
SingleCut Beersmiths,Queens,Astoria,Is This The Real Life?,New England IPA,7.2,372,4.23
SingleCut Beersmiths,Queens,Astoria,A Modern Day Warrior 2xDH IPA,American IPA,7.2,38,4.11
SingleCut Beersmiths,Queens,Astoria,Beljan,Belgian Witbier,5.2,4,3.87
SingleCut Beersmiths,Queens,Astoria,GK Lagrrr!,European Export / Dortmunder,0,4,3.98
SingleCut Beersmiths,Queens,Astoria,Guess Who Just Got Back Today? Dry-Hopped Kolsch,German Kölsch,5,4,3.75
SingleCut Beersmiths,Queens,Astoria,Heavy Boots of Lead - Vanilla & Cocoa,American Imperial Stout,11,4,3.88
SingleCut Beersmiths,Queens,Astoria,Keith SW4 DDH London Ale,English India Pale Ale (IPA),4.8,4,3.47
SingleCut Beersmiths,Queens,Astoria,Michelle,American Wild Ale,6,4,3.97
SingleCut Beersmiths,Queens,Astoria,Naked Kim Sour Lagrrr!,Berliner Weisse,3.5,4,4.01
SingleCut Beersmiths,Queens,Astoria,Prog! Double Dry -Hop IIPA,American Imperial IPA,7.7,4,4.22
SingleCut Beersmiths,Queens,Astoria,Rudy Rum Barrel-Aged Double Umlaut Lagrrr,Vienna Lager,7.4,4,3.38
SingleCut Beersmiths,Queens,Astoria,Miles Marathon Session IPA,American IPA,4.2,40,4.19
SingleCut Beersmiths,Queens,Astoria,Kim Tart Cherry Sour Lagrrr!,Berliner Weisse,3.8,42,3.92
SingleCut Beersmiths,Queens,Astoria,Double Dry-Hopped 18-Watt Session IPA,American IPA,5,43,4.18
SingleCut Beersmiths,Queens,Astoria,Heavy Boots Of Lead,American Imperial Stout,11.2,436,4.29
SingleCut Beersmiths,Queens,Astoria,In And Around The Lake,New England IPA,8,44,4
SingleCut Beersmiths,Queens,Astoria,Weird & Gilly IPA,New England IPA,6.6,459,4.24
SingleCut Beersmiths,Queens,Astoria,Electric Blue DDH IPA,New England IPA,7.2,46,4.26
SingleCut Beersmiths,Queens,Astoria,Jenny Said,American Imperial IPA,7.7,49,4.09
SingleCut Beersmiths,Queens,Astoria,Brett Kim (Mango & Pineapple),American Brett,4.2,5,4.25
SingleCut Beersmiths,Queens,Astoria,Inexplicably Used Umlaut,German Märzen / Oktoberfest,5.9,5,3.38
SingleCut Beersmiths,Queens,Astoria,Shaking Like Tremolo - Strawberry and Pink Guava,Leipzig Gose,4.2,5,3.89
SingleCut Beersmiths,Queens,Astoria,Workingman's Cut,American Cream Ale,5.6,5,3.93
SingleCut Beersmiths,Queens,Astoria,Flatter Flatter Flatter Flatter Flatter Flatter Flatter,American IPA,7.2,51,4.12
SingleCut Beersmiths,Queens,Astoria,KT66 IPL,American Lager,7.2,51,4.1
SingleCut Beersmiths,Queens,Astoria,Desert! Double Dry Hopped,American Imperial IPA,7.7,52,4.29
SingleCut Beersmiths,Queens,Astoria,Hop Sounds,German Kölsch,5,53,3.96
SingleCut Beersmiths,Queens,Astoria,Mo' Shuggie Soulbender IPA,New England IPA,7.2,533,4.31
SingleCut Beersmiths,Queens,Astoria,Plain Top Pils,Bohemian Pilsener,5.2,54,3.91
SingleCut Beersmiths,Queens,Astoria,Rye Whiskey Barrel Aged Heavy Boots Of Lead,American Imperial Stout,12,54,4.2
SingleCut Beersmiths,Queens,Astoria,Mad Michael Sour Lagrrr!,American Wild Ale,5.3,56,3.86
SingleCut Beersmiths,Queens,Astoria,Full Stack - Double Dry-Hopped,New England IPA,8.2,57,4.32
SingleCut Beersmiths,Queens,Astoria,Half-Stack IPA,New England IPA,6.6,573,4.13
SingleCut Beersmiths,Queens,Astoria,Does Anybody Remember Laughter? IPA,New England IPA,7.2,581,4.21
SingleCut Beersmiths,Queens,Astoria,Bon TNT Pale Ale,American Pale Ale (APA),5,59,4.07
SingleCut Beersmiths,Queens,Astoria,Free Form Jazz Odyssey,German Schwarzbier,5.3,6,4.05
SingleCut Beersmiths,Queens,Astoria,Power To the People (Right On!),American Pale Ale (APA),5.4,6,3.62
SingleCut Beersmiths,Queens,Astoria,Side Two,American IPA,6.6,6,4.08
SingleCut Beersmiths,Queens,Astoria,Bon Bon 2X TNT IIPA,New England IPA,8.2,663,4.35
SingleCut Beersmiths,Queens,Astoria,Some Cat From Japan,American IPA,4.3,67,3.98
SingleCut Beersmiths,Queens,Astoria,Billy 200-Watt IIPA,American Imperial IPA,10,69,4.3
SingleCut Beersmiths,Queens,Astoria,This Creeping Malaise,New England IPA,7.2,69,4.2
SingleCut Beersmiths,Queens,Astoria,18-Watt Session IPA,American IPA,5,693,4.14
SingleCut Beersmiths,Queens,Astoria,19-33 Dry Hopped Queens Lagrrr!,Bohemian Pilsener,5.4,7,3.71
SingleCut Beersmiths,Queens,Astoria,Mastery Knows No Bounds,American Imperial IPA,8,7,4.33
SingleCut Beersmiths,Queens,Astoria,Mighty Real Hibiscus IPA,American IPA,5.6,7,4.06
SingleCut Beersmiths,Queens,Astoria,Shine On,American Wild Ale,5.2,7,4.14
SingleCut Beersmiths,Queens,Astoria,Double Dry-Hopped Harry Doesn’t Mind,New England IPA,8,75,4.28
SingleCut Beersmiths,Queens,Astoria,Jim Is Workin' Hard,American IPA,4.6,76,3.98
SingleCut Beersmiths,Queens,Astoria,Tomorrow Who's Gonna Fuss?,American Imperial IPA,10,79,4.22
SingleCut Beersmiths,Queens,Astoria,A Life Of Ease Juniper Kölsch,German Kölsch,4.5,8,3.87
SingleCut Beersmiths,Queens,Astoria,Brett Jån White Ale,American Brett,5.4,8,4.34
SingleCut Beersmiths,Queens,Astoria,Octavia Wild IIPA,American Wild Ale,8.2,8,4.05
SingleCut Beersmiths,Queens,Astoria,Rhapsody Wheat Pils,German Pilsner,5.1,8,3.66
SingleCut Beersmiths,Queens,Astoria,Double Dry Hopped Bon Bon 2X TNT IIPA,New England IPA,8.2,80,4.43
SingleCut Beersmiths,Queens,Astoria,Push Push Struggle,New England IPA,7.7,80,4.29
SingleCut Beersmiths,Queens,Astoria,Use The NME,American Imperial IPA,7.6,81,4.16
SingleCut Beersmiths,Queens,Astoria,Full-Stack IIPA,New England IPA,8.2,819,4.33
SingleCut Beersmiths,Queens,Astoria,ERIC Rye Whiskey Barrel-Aged More Cowbell! Chocolate Milk Stout,English Sweet / Milk Stout,6.6,9,4.2
SingleCut Beersmiths,Queens,Astoria,Jean Michel Dark Lyric Ale,Belgian Dark Ale,6,9,3.82
SingleCut Beersmiths,Queens,Astoria,Kinky Boots Of Lead Sour Imperial Stout,American Wild Ale,11,9,4.12
SingleCut Beersmiths,Queens,Astoria,Softly Spoken Magic Spells,New England IPA,8.6,971,4.42
The Bronx Brewery,Bronx,Bronx,Belgian Pale Ale - Chardonnay Barrel-Aged,Belgian Pale Ale,6.7,1,4.04
The Bronx Brewery,Bronx,Bronx,Dockside Pale Ale with Lemon Peel,American Pale Ale (APA),5.2,1,3.68
The Bronx Brewery,Bronx,Bronx,Everyday Ark,American IPA,5,1,3.25
The Bronx Brewery,Bronx,Bronx,Hop Skipidty,American IPA,6.7,1,4
The Bronx Brewery,Bronx,Bronx,Palisades,American Pale Ale (APA),6.2,1,3.75
The Bronx Brewery,Bronx,Bronx,Say Hey Saison,Belgian Saison,7.2,1,3.75
The Bronx Brewery,Bronx,Bronx,SMaSH Imperial Rye IPA,American IPA,7.2,1,3.85
The Bronx Brewery,Bronx,Bronx,Tripel Muscateer,Belgian Tripel,10,1,3.91
The Bronx Brewery,Bronx,Bronx,Where You Stand,Berliner Weisse,4.5,12,3.65
The Bronx Brewery,Bronx,Bronx,Rye Pale Ale,Rye Beer,6.3,122,3.88
The Bronx Brewery,Bronx,Bronx,Autumn Pale Ale,American Pale Ale (APA),6.5,13,3.87
The Bronx Brewery,Bronx,Bronx,No Resolutions,American IPA,7.6,137,3.86
The Bronx Brewery,Bronx,Bronx,Bog Smash,American Pale Ale (APA),7,16,3.71
The Bronx Brewery,Bronx,Bronx,Spring Pale Ale,American Pale Ale (APA),5.7,19,3.74
The Bronx Brewery,Bronx,Bronx,Winter Pale Ale,American Pale Ale (APA),6.7,19,3.69
The Bronx Brewery,Bronx,Bronx,Das Bronx - Oktoberfest,German Märzen / Oktoberfest,5.9,2,3.58
The Bronx Brewery,Bronx,Bronx,El Serrano,American Imperial IPA,9,2,3.44
The Bronx Brewery,Bronx,Bronx,Ida Rivera Multicultural IPA,American IPA,6.5,2,3.96
The Bronx Brewery,Bronx,Bronx,Crystal Whipped,American IPA,6.5,24,3.61
The Bronx Brewery,Bronx,Bronx,Well Earned,German Pilsner,5.4,26,3.78
The Bronx Brewery,Bronx,Bronx,Citrus Stand,Belgian Witbier,5.6,3,3.03
The Bronx Brewery,Bronx,Bronx,Everyday Hustle,American Lager,4.8,3,3.64
The Bronx Brewery,Bronx,Bronx,On And On,American IPA,7.5,3,4.29
The Bronx Brewery,Bronx,Bronx,Pinot Noir Pale,American Pale Ale (APA),6.3,3,4.07
The Bronx Brewery,Bronx,Bronx,World Gone Hazier,New England IPA,7,3,3.45
The Bronx Brewery,Bronx,Bronx,Boom Boom,American Imperial IPA,8.1,33,3.77
The Bronx Brewery,Bronx,Bronx,Backyard Freestyle,American IPA,6,4,3.99
The Bronx Brewery,Bronx,Bronx,Built For That,New England IPA,7,4,3.42
The Bronx Brewery,Bronx,Bronx,Concrete Peaks,German Märzen / Oktoberfest,6,4,3.7
The Bronx Brewery,Bronx,Bronx,Euro Step,New England IPA,8.5,4,3.35
The Bronx Brewery,Bronx,Bronx,Que Milagro,American Adjunct Lager,4.9,4,3.83
The Bronx Brewery,Bronx,Bronx,American Pale Ale,American Pale Ale (APA),6.3,476,3.66
The Bronx Brewery,Bronx,Bronx,Bill And Sal's Excellent Adventure,American IPA,7,5,3.9
The Bronx Brewery,Bronx,Bronx,High Top,American Imperial IPA,8.5,5,2.29
The Bronx Brewery,Bronx,Bronx,Jingle Jangle,Herb and Spice Beer,6.1,5,3.87
The Bronx Brewery,Bronx,Bronx,World Gone,New England IPA,7,5,4
The Bronx Brewery,Bronx,Bronx,Slow Your Roll,American IPA,4.6,50,3.71
The Bronx Brewery,Bronx,Bronx,Session IPA,American IPA,5,51,3.56
The Bronx Brewery,Bronx,Bronx,Now Youse Can't Leave,American Imperial IPA,10.1,55,3.87
The Bronx Brewery,Bronx,Bronx,Banner,American Blonde Ale,4.8,57,3.53
The Bronx Brewery,Bronx,Bronx,Built For This,American IPA,7,63,4.07
The Bronx Brewery,Bronx,Bronx,On The Black,American Black Ale,5.7,68,3.71
The Bronx Brewery,Bronx,Bronx,Name This Beer!,American IPA,8.56,7,3.65
The Bronx Brewery,Bronx,Bronx,"Red, White & Boom",American IPA,8.1,7,4.05
The Bronx Brewery,Bronx,Bronx,Steep Aside,American Pale Ale (APA),5.7,7,3.68
The Bronx Brewery,Bronx,Bronx,Rye Fidelity,American Imperial IPA,8.1,8,4.14
The Bronx Brewery,Bronx,Bronx,Streetwise,American Imperial IPA,9.5,8,3.82
The Bronx Brewery,Bronx,Bronx,Uptown Coffee Milk Stout,English Sweet / Milk Stout,6.8,8,3.99
The Bronx Brewery,Bronx,Bronx,Belgian Pale Ale,Belgian Pale Ale,6.7,86,3.74
The Bronx Brewery,Bronx,Bronx,City Island Sour,American Wild Ale,6,9,3.87
The Bronx Brewery,Bronx,Bronx,Summer Pale Ale,American Pale Ale (APA),5.2,94,3.46
Threes Brewing,Brooklyn,Park Slope,Barrel-Aged The Dictator Is The People,Belgian Saison,6,1,4.25
Threes Brewing,Brooklyn,Park Slope,Beyond Categorization,Foreign / Export Stout,7.5,1,4.13
Threes Brewing,Brooklyn,Park Slope,Divine Symmetry,Flanders Red Ale,11,1,4.16
Threes Brewing,Brooklyn,Park Slope,Edge of Consciousness,American Imperial IPA,8,1,4.38
Threes Brewing,Brooklyn,Park Slope,Find And Replace,English Oatmeal Stout,5.3,1,4
Threes Brewing,Brooklyn,Park Slope,Mounds of Fun,English Sweet / Milk Stout,5,1,4
Threes Brewing,Brooklyn,Park Slope,"There You Are (Enigma, Motueka & Vic Secret)",American IPA,6.5,1,3.99
Threes Brewing,Brooklyn,Park Slope,"There You Are (Motueka, Idaho-7 & Hallertau Blanc)",American IPA,6.4,1,4
Threes Brewing,Brooklyn,Park Slope,There You Are (Vic Secret),New England IPA,6.5,1,3.98
Threes Brewing,Brooklyn,Park Slope,Threes / Hudson Valley - A Supposedly Fun Thing,Belgian Saison,6,1,4.04
Threes Brewing,Brooklyn,Park Slope,Threes / KCBC Everybody’s Holding,American Lager,4.2,1,3.91
Threes Brewing,Brooklyn,Park Slope,Threes / Mikkeller SD - The Exception That Proves The Rule,American Adjunct Lager,4.6,1,3.67
Threes Brewing,Brooklyn,Park Slope,Threes/ Oxbow Constant Disregard,European Dark Lager,5.7,1,4.17
Threes Brewing,Brooklyn,Park Slope,Volition,European Dark Lager,4.5,1,4.29
Threes Brewing,Brooklyn,Park Slope,Vliet,German Pilsner,5.1,100,3.85
Threes Brewing,Brooklyn,Park Slope,Logical Conclusion,American IPA,7,103,4.07
Threes Brewing,Brooklyn,Park Slope,The View From Nowhere,American IPA,6.2,11,4
Threes Brewing,Brooklyn,Park Slope,End Of Story,American Imperial IPA,9,12,3.98
Threes Brewing,Brooklyn,Park Slope,Forevermore,American IPA,6.3,12,4.08
Threes Brewing,Brooklyn,Park Slope,The Divided Line,American IPA,4.5,12,3.94
Threes Brewing,Brooklyn,Park Slope,Eternal Return: Apricot,Belgian Saison,6.9,13,4.13
Threes Brewing,Brooklyn,Park Slope,Touchy Subject,American IPA,6.4,13,3.77
Threes Brewing,Brooklyn,Park Slope,SFY (Formerly Superf*ckingyawn),American Imperial IPA,9.4,130,4.35
Threes Brewing,Brooklyn,Park Slope,Mechanical Spring,Belgian Saison,7.2,14,3.9
Threes Brewing,Brooklyn,Park Slope,Good Trouble,American Imperial IPA,8.1,15,4.21
